web_pages,state-province,domains,country,name,alpha_two_code
['http://www.hes-so.ch/'],,['hes-so.ch'],Switzerland,HES-SO : UAS Western Switzerland,CH
['http://www.hfh.ch/'],,['hfh.ch'],Switzerland,HfH – University of Applied Sciences of Special Needs Education,CH
['https://www.hslu.ch/'],,['hslu.ch'],Switzerland,Hochschule Luzern,CH
['http://www.hsr.ch/'],,['hsr.ch'],Switzerland,HSR - Hochschule für Technik Rapperswil,CH
['http://www.fh-htwchur.ch/'],,['fh-htwchur.ch'],Switzerland,HTW Chur - University of Applied Sciences HTW Chur,CH
['http://www.fh-hwz.ch/'],,['fh-hwz.ch'],Switzerland,HWZ - University of Applied Sciences in Business Administration Zurich,CH
['http://www.ntb.ch/'],,['ntb.ch'],Switzerland,NTB - Hochschule für Technik Buchs,CH
['http://www.phzg.ch/'],,['phzg.ch'],Switzerland,PH Zug - Pädagogische Hochschule Zug,CH
['http://www.phzh.ch/'],,['phzh.ch'],Switzerland,PH Zürich - Pädagogische Hochschule Zürich,CH
['http://www.phbern.ch/'],,['phbern.ch'],Switzerland,PHBern - University of Teacher Education Bern,CH
['http://www.ph-gr.ch/'],,['ph-gr.ch'],Switzerland,PHGR - University of Teacher Education Graubünden,CH
['http://www.phlu.ch/'],,['phlu.ch'],Switzerland,PHLU - University of Teacher Education Lucerne,CH
['http://www.phsg.ch/'],,['phsg.ch'],Switzerland,PHSG - Pädagogische Hochschule St.Gallen,CH
['http://www.phsz.ch/'],,['phsz.ch'],Switzerland,PHSZ - University of Teacher Education Schwyz,CH
['http://www.phtg.ch/'],,['phtg.ch'],Switzerland,PHTG - Pädagogische Hochschule Thurgau,CH
['http://www.supsi.ch/'],,['supsi.ch'],Switzerland,SUPSI - University of Applied Sciences Southern Switzerland,CH
['http://www.zhaw.ch/'],,['zhaw.ch'],Switzerland,ZHAW - Zürcher Hochschule für Angewandte Wissenschaften,CH
['http://www.zhdk.ch/'],,['zhdk.ch'],Switzerland,ZHdK - Zurich University of the Arts,CH
['http://www.chuv.ch/'],,['chuv.ch'],Switzerland,CHUV - University Hospital Lausanne,CH
['http://www.hcuge.ch/'],,['hcuge.ch'],Switzerland,HUG - Univ. Hospitals of Geneva,CH
