CourseID,ProviderID,CourseName,Accreditation,AccrediationDate,AccreditationStatusDate,AccreditationStatus,Years,LOTE
CRS1201506,PRV12165,Diploma of Ministry,Active,27/06/2023,27/06/2030,Accredited,7 years - maximum allowable period,No
CRS1201507,PRV12157,Diploma of Physical Science,Inactive,,7/10/2013,Withdrawn,Not Applicable,No
CRS1201508,PRV12030,Diploma of Science,Inactive,4/12/2013,27/02/2014,Withdrawn,Not Applicable,No
CRS1201509,PRV12166,Diploma of Science (Engineering Studies),Inactive,10/06/2014,10/06/2021,Expired,Not Applicable,No
CRS1201510,PRV12166,Diploma of Science (Health Studies),Inactive,10/06/2014,10/06/2021,Expired,Not Applicable,No
CRS1201513,PRV12168,Graduate Certificate in Christian Studies,Inactive,29/01/2012,31/12/2015,Expired,Not Applicable,No
CRS1201514,PRV12168,Graduate Certificate in Counselling,Inactive,29/01/2012,31/12/2015,Expired,Not Applicable,No
CRS1201515,PRV12161,Graduate Certificate in Theology,Inactive,30/01/2014,28/02/2015,Expired,Not Applicable,No
CRS1201517,PRV12168,Graduate Diploma in Christian Studies,Inactive,29/01/2012,31/12/2015,Expired,Not Applicable,No
CRS1201518,PRV12168,Graduate Diploma in Counselling,Inactive,29/01/2012,31/12/2015,Expired,Not Applicable,No
CRS1201519,PRV12162,Graduate Diploma of Education (Montessori),Active,23/12/2016,4/12/2025,Accredited,7 years - maximum allowable period and extended for a further 24 months,No
CRS1201521,PRV12165,Graduate Diploma of Ministry (formerly Graduate Diploma of Bible and Ministry),Active,27/06/2023,27/06/2030,Accredited,7 years - maximum allowable period,No
CRS1201522,PRV12161,Graduate Diploma of Theology,Inactive,30/01/2014,28/02/2015,Expired,Not Applicable,No
CRS1201524,PRV12161,Master of Arts (Ministry),Inactive,,28/02/2015,Expired,Not Applicable,No
CRS1201528,PRV12029,Bachelor of Creative Technology (Digital Television Production),Inactive,1/08/2013,31/03/2014,Expired,Not Applicable,No
CRS1201529,PRV12103,Bachelor of Arts (Music),Inactive,,31/12/2014,Expired,Not Applicable,No
CRS1201530,PRV12203,Diploma of Business Administration,Inactive,21/11/2018,31/01/2025,Provider Registration not renewed,Not Applicable,No
CRS1201531,PRV12103,Associate Degree in Social Science (Counselling),Inactive,27/09/2012,31/12/2013,Expired,Not Applicable,No
CRS1201532,PRV12103,Associate Degree in Arts (Humanities),Inactive,27/09/2012,30/11/2014,Expired,Not Applicable,No
CRS1201533,PRV12103,Diploma in Arts (formerly Diploma in Arts (Humanities)),Inactive,3/04/2014,3/04/2021,Expired,Not Applicable,No
CRS1201534,PRV12103,Diploma in Arts (Creative Writing),Inactive,27/09/2012,31/10/2014,Expired,Not Applicable,No
CRS1201535,PRV12103,Associate Degree in Arts (Creative Writing),Inactive,27/09/2012,31/10/2014,Expired,Not Applicable,No
CRS1201536,PRV12103,Graduate Diploma of Arts (Humanities),Inactive,27/09/2012,30/11/2014,Expired,Not Applicable,No
CRS1201537,PRV12103,Graduate Certificate of Arts (Creative Writing),Inactive,27/09/2012,31/10/2014,Expired,Not Applicable,No
CRS1201538,PRV12103,Graduate Diploma in Arts (formerly Graduate Diploma of Arts (Creative Writing)),Inactive,3/04/2014,3/04/2024,Expired,Not Applicable,No
CRS1201539,PRV12103,Graduate Certificate of Arts (Humanities),Inactive,27/09/2012,30/11/2014,Expired,Not Applicable,No
CRS1300095,PRV12007,Not renewed - Master of Business Administration,Inactive,N/A,N/A,Renewal Rejected,Not Applicable,No
CRS1300096,PRV12058,Bachelor of Health Science (Western Herbal Medicine),Inactive,28/10/2019,11/04/2022,Expired,Not Applicable,No
CRS1300097,PRV12058,Bachelor of Health Science (Clinical Myotherapy),Active,7/09/2020,7/09/2024,Pending Renewal,4 years,No
CRS1300098,PRV12058,Bachelor of Health Science (Chinese Medicine),Inactive,28/10/2019,11/04/2022,Expired,Not Applicable,No
CRS1300099,PRV12058,Diploma of Health Science,Inactive,28/10/2019,11/04/2022,Expired,Not Applicable,No
CRS1300100,PRV12058,Bachelor of Health Science (Nutritional Medicine),Inactive,28/10/2019,11/04/2022,Expired,Not Applicable,No
CRS1300101,PRV12058,Bachelor of Health Science (Naturopathy),Inactive,28/10/2019,11/04/2022,Expired,Not Applicable,No
CRS1300102,PRV12025,Graduate Certificate of Business,Active,13/12/2024,13/12/2031,Accredited,7 years - maximum allowable period,No
CRS1300103,PRV12025,Master of International Business,Active,13/12/2024,13/12/2031,Accredited,7 years - maximum allowable period,No
CRS1300104,PRV12025,Master of Management,Active,13/12/2024,13/12/2031,Accredited,7 years - maximum allowable period,No
CRS1300105,PRV12025,Master of Management (Tourism and Hospitality),Active,13/12/2024,13/12/2031,Accredited,7 years - maximum allowable period,No
CRS1300106,PRV12129,Bachelor of Sports Media,Active,31/01/2020,31/01/2027,Accredited,7 years - maximum allowable period,No
CRS1300107,PRV12025,Master of Management (Sport Management),Inactive,11/04/2013,11/04/2018,Expired,Not Applicable,No
CRS1300108,PRV12030,Graduate Certificate in Mining Finance,Inactive,26/11/2019,1/11/2021,Expired,Not Applicable,No
CRS1300109,PRV12030,Graduate Certificate in Corporate Finance,Active,16/12/2019,16/12/2026,Accredited,7 years - maximum allowable period,No
CRS1300112,PRV13001,Bachelor of Business,Inactive,30/05/2013,31/12/2016,Cancelled,Not Applicable,No
CRS1300113,PRV12142,Bachelor of Enterprise Learning,Inactive,30/05/2013,30/05/2020,Expired,Not Applicable,No
CRS1300114,PRV13001,Diploma of Business,Inactive,30/05/2013,31/12/2016,Cancelled,Not Applicable,No
CRS1300115,PRV13001,Associate Degree in Business,Inactive,30/05/2013,31/12/2016,Cancelled,Not Applicable,No
CRS1300116,PRV12066,Bachelor of Education (Physical and Health Education),Active,12/03/2020,12/03/2027,Accredited,7 years - maximum allowable period,No
CRS1300117,PRV12020,Graduate Certificate in Drug and Alcohol Nursing,Inactive,11/04/2013,15/08/2014,Withdrawn,Not Applicable,No
CRS1300118,PRV12020,Graduate Certificate in Nursing Practise,Inactive,11/04/2013,15/08/2014,Withdrawn,Not Applicable,No
CRS1300119,PRV12049,Graduate Certificate in Leadership,Active,31/03/2020,31/03/2027,Accredited,7 years - maximum allowable period,No
CRS1300120,PRV12049,Graduate Diploma of Leadership (VET Sector),Inactive,20/06/2013,20/06/2020,Expired,Not Applicable,No
CRS1300121,PRV12189,Diploma of Information Technology,Inactive,11/07/2013,8/09/2015,Withdrawn,Not Applicable,No
CRS1300122,PRV12189,Diploma of Engineering,Inactive,11/07/2013,8/09/2015,Withdrawn,Not Applicable,No
CRS1300123,PRV12189,Diploma of Design,Inactive,11/07/2013,8/09/2015,Withdrawn,Not Applicable,No
CRS1300124,PRV12020,Graduate Certificate in Musculoskeletal and Rheumatology Nursing,Inactive,11/04/2013,15/08/2014,Withdrawn,Not Applicable,No
CRS1300125,PRV12059,Master of Marketing and Public Relations,Inactive,18/07/2013,18/07/2020,Expired,Not Applicable,No
CRS1300126,PRV12059,Graduate Diploma in International Business,Inactive,18/07/2013,18/07/2020,Expired,Not Applicable,No
CRS1300127,PRV12059,Graduate Diploma in Marketing and Public Relations,Inactive,18/07/2013,18/07/2020,Expired,Not Applicable,No
CRS1300128,PRV12059,Graduate Certificate of Business Management,Inactive,18/07/2013,18/07/2020,Expired,Not Applicable,No
CRS1300129,PRV12059,Master of International Business,Inactive,18/07/2013,18/07/2020,Expired,Not Applicable,No
CRS1300130,PRV12005,Bachelor of Information Technology (Mobile Applications Development),Active,28/10/2020,28/10/2027,Accredited,7 years - maximum allowable period,No
CRS1300131,PRV12042,Bachelor of Animation (3D Modelling),Active,30/11/2020,30/11/2027,Accredited,7 years - maximum allowable period,No
CRS1300132,PRV12042,Bachelor of Animation (Character Animation),Active,30/11/2020,30/11/2027,Accredited,7 years - maximum allowable period,No
CRS1300133,PRV12042,Bachelor of Animation (Visual Effects),Active,30/11/2020,30/11/2027,Accredited,7 years - maximum allowable period,No
CRS1300134,PRV12042,Associate Degree of Animation,Active,30/11/2020,30/11/2027,Accredited,7 years - maximum allowable period,No
CRS1300135,PRV12042,Bachelor of Audio (Post Production),Active,30/11/2020,30/11/2027,Accredited,7 years - maximum allowable period,No
CRS1300136,PRV12042,Associate Degree of Audio,Active,30/11/2020,30/11/2027,Accredited,7 years - maximum allowable period,No
CRS1300137,PRV12042,Bachelor of Design (Web Design),Active,30/11/2020,30/11/2027,Accredited,7 years - maximum allowable period,No
CRS1300138,PRV12042,Associate Degree of Design,Active,30/11/2020,30/11/2027,Accredited,7 years - maximum allowable period,No
CRS1300139,PRV12042,Bachelor of Design (Graphic Design),Active,30/11/2020,30/11/2027,Accredited,7 years - maximum allowable period,No
CRS1300140,PRV12042,Bachelor of Film (Post Production),Active,30/11/2020,30/11/2027,Accredited,7 years - maximum allowable period,No
CRS1300141,PRV12042,Associate Degree of Film,Active,30/11/2020,30/11/2027,Accredited,7 years - maximum allowable period,No
CRS1300142,PRV12042,Bachelor of Games Development (Games Programming),Active,30/11/2020,30/11/2027,Accredited,7 years - maximum allowable period,No
CRS1300143,PRV12042,Bachelor of Games Development (Games Design),Active,30/11/2020,30/11/2027,Accredited,7 years - maximum allowable period,No
CRS1300144,PRV12042,Associate Degree of Games Development,Active,30/11/2020,30/11/2027,Accredited,7 years - maximum allowable period,No
CRS1300145,PRV12042,Associate Degree of Interactive Technologies,Inactive,8/08/2013,8/08/2020,Expired,Not Applicable,No
CRS1300146,PRV12042,Bachelor of Interactive Technologies (Mobile Development),Inactive,8/08/2013,8/08/2020,Expired,Not Applicable,No
CRS1300147,PRV12042,Bachelor of Interactive Technologies (Web Development),Inactive,8/08/2013,8/08/2020,Expired,Not Applicable,No
CRS1300148,PRV12030,Graduate Certificate in Financial Planning,Active,20/04/2020,20/04/2027,Accredited,7 years - maximum allowable period,No
CRS1300149,PRV12030,Master of Financial Planning,Active,20/04/2020,20/04/2027,Accredited,7 years - maximum allowable period,No
CRS1300150,PRV12142,Bachelor of Engineering Technology (Civil),Active,1/12/2020,1/12/2027,Accredited,7 years - maximum allowable period,No
CRS1300151,PRV12142,Associate Degree of Engineering Technology (Civil),Active,1/12/2020,1/12/2027,Accredited,7 years - maximum allowable period,No
CRS1300152,PRV12006,Bachelor of Theology,Inactive,8/08/2013,8/08/2020,Expired,Not Applicable,No
CRS1300153,PRV12006,Bachelor of Business/Bachelor of Ministry,Inactive,8/08/2013,8/08/2020,Expired,Not Applicable,No
CRS1300154,PRV12006,Associate Degree in Ministry,Inactive,8/08/2013,8/08/2020,Expired,Not Applicable,No
CRS1300155,PRV12006,Master of Theology,Inactive,8/08/2013,8/08/2020,Expired,Not Applicable,Korean and English
CRS1300156,PRV12006,Bachelor of Business,Inactive,8/08/2013,8/08/2020,Expired,Not Applicable,No
CRS1300157,PRV13002,Bachelor of Applied Health Science (Clinical Aesthetics),Active,30/03/2021,30/03/2025,Pending Renewal,4 years,No
CRS1300158,PRV13003,Associate Degree in Civil Engineering,Active,21/08/2014,31/12/2026,Accredited,7 years - maximum allowable period and extended for a further 65 months,No
CRS1300159,PRV13003,Diploma of Computer Aided Drafting,Inactive,22/08/2013,1/07/2014,Expired,Not Applicable,No
CRS1300160,PRV12117,Bachelor of Fashion Merchandising,Inactive,5/08/2022,28/12/2023,Expired,Not Applicable,No
CRS1300161,PRV12117,Associate Degree in Fashion Merchandising,Inactive,5/08/2022,28/12/2023,Expired,Not Applicable,No
CRS1300162,PRV12117,Graduate Diploma in Early Childhood Teaching,Inactive,26/04/2020,26/04/2022,Expired,Not Applicable,No
CRS1300163,PRV12031,Bachelor of Business,Active,31/07/2024,31/07/2027,Accredited,3 years,No
CRS1300164,PRV12031,Bachelor of Journalism,Inactive,30/08/2013,30/12/2021,Expired,Not Applicable,No
CRS1300165,PRV12129,Bachelor of Landscape Design,Inactive,5/09/2013,5/09/2020,Expired,Not Applicable,No
CRS1300166,PRV12016,Graduate Certificate in Global Business Management,Inactive,26/09/2013,26/09/2016,Withdrawn,Not Applicable,No
CRS1300167,PRV12016,Graduate Diploma in Global Business Management,Inactive,26/09/2013,26/09/2016,Withdrawn,Not Applicable,No
CRS1300168,PRV12016,Master of Global Business Management,Inactive,26/09/2013,26/09/2016,Withdrawn,Not Applicable,No
CRS1300169,PRV12052,Master of Fine Arts (Directing),Inactive,29/08/2013,29/08/2020,Expired,Not Applicable,No
CRS1300170,PRV12052,Master of Fine Arts (Writing for Performance),Inactive,29/08/2013,29/08/2020,Expired,Not Applicable,No
CRS1300171,PRV13004,Associate Degree in Critical Risk and Security,Inactive,21/08/2013,11/04/2016,Withdrawn,Not Applicable,No
CRS1300172,PRV12026,Master of Music (Performance),Active,9/12/2021,9/12/2028,Accredited,7 years - maximum allowable period,No
CRS1300173,PRV12026,Graduate Diploma of Music (Performance),Active,9/12/2021,9/12/2028,Accredited,7 years - maximum allowable period,No
CRS1300174,PRV12070,Bachelor of Complementary Medicine,Active,12/11/2020,12/11/2027,Accredited,7 years - maximum allowable period,No
CRS1300175,PRV13004,Associate Degree in Education (Early Childhood),Inactive,2/10/2013,11/04/2016,Withdrawn,Not Applicable,No
CRS1300176,PRV12058,Diploma of Communication Design,Inactive,10/10/2013,22/11/2019,Cancelled at Provider Request,Not Applicable,No
CRS1300177,PRV12058,Bachelor of Communication Design,Inactive,10/10/2013,22/11/2019,Cancelled at Provider Request,Not Applicable,No
CRS1300178,PRV12058,Associate Degree of Communication Design,Inactive,10/10/2013,22/11/2019,Cancelled at Provider Request,Not Applicable,No
CRS1300179,PRV12058,Associate Degree of Business (Marketing),Inactive,10/10/2013,22/11/2019,Cancelled at Provider Request,Not Applicable,No
CRS1300180,PRV12058,Diploma of Business (Tourism Management),Inactive,10/10/2013,22/11/2019,Cancelled at Provider Request,Not Applicable,No
CRS1300181,PRV12058,Associate Degree of Business (Event Management),Inactive,10/10/2013,22/11/2019,Cancelled at Provider Request,Not Applicable,No
CRS1300182,PRV12058,Diploma of Business,Inactive,10/10/2013,22/11/2019,Cancelled at Provider Request,Not Applicable,No
CRS1300183,PRV12058,Associate Degree of Business (Public Relations),Inactive,10/10/2013,22/11/2019,Cancelled at Provider Request,Not Applicable,No
CRS1300184,PRV12058,Associate Degree of Business (Hospitality Management),Inactive,10/10/2013,10/10/2020,Expired,Not Applicable,No
CRS1300185,PRV12058,Diploma of Business (Public Relations),Inactive,10/10/2013,22/11/2019,Cancelled at Provider Request,Not Applicable,No
CRS1300186,PRV12058,Bachelor of Business (Marketing),Inactive,10/10/2013,22/11/2019,Cancelled at Provider Request,Not Applicable,No
CRS1300187,PRV12058,Bachelor of Business (Public Relations),Inactive,10/10/2013,22/11/2019,Cancelled at Provider Request,Not Applicable,No
CRS1300188,PRV12058,Diploma of Business (Marketing),Inactive,10/10/2013,22/11/2019,Cancelled at Provider Request,Not Applicable,No
CRS1300189,PRV12058,Bachelor of Business (Tourism Management),Inactive,10/10/2013,10/10/2020,Expired,Not Applicable,No
CRS1300190,PRV12058,Associate Degree of Business (Tourism Management),Inactive,10/10/2013,22/11/2019,Cancelled at Provider Request,Not Applicable,No
CRS1300191,PRV12058,Diploma of Business (Hospitality Management),Inactive,10/10/2013,22/11/2019,Cancelled at Provider Request,Not Applicable,No
CRS1300192,PRV12058,Bachelor of Business,Inactive,10/10/2013,10/10/2020,Expired,Not Applicable,No
CRS1300193,PRV12058,Diploma of Business (Event Management),Inactive,10/10/2013,22/11/2019,Cancelled at Provider Request,Not Applicable,No
CRS1300194,PRV12058,Associate Degree of Business,Inactive,10/10/2013,22/11/2019,Cancelled at Provider Request,Not Applicable,No
CRS1300195,PRV12058,Bachelor of Business (Hospitality Management),Inactive,10/10/2013,10/10/2020,Expired,Not Applicable,No
CRS1300196,PRV12058,Bachelor of Business (Event Management),Inactive,10/10/2013,10/10/2020,Expired,Not Applicable,No
CRS1300197,PRV12117,Graduate Diploma in International Music Business,Inactive,26/04/2020,26/04/2022,Expired,Not Applicable,No
CRS1300198,PRV12044,Diploma of Science,Inactive,30/11/2020,30/11/2027,Provider Registration not renewed,Not Applicable,No
CRS1300199,PRV12049,Associate Degree of Applied Engineering (Renewable Energy Technologies),Inactive,18/11/2019,10/10/2022,Expired,Not Applicable,No
CRS1300200,PRV12022,Diploma of Communication,Active,11/06/2025,11/06/2032,Accredited,7 years - maximum allowable period,No
CRS1300300,PRV12029,Bachelor of Design (Management),Inactive,24/10/2013,24/10/2020,Expired,Not Applicable,No
CRS1300301,PRV12029,Diploma of Design (Management),Inactive,24/10/2013,24/10/2020,Expired,Not Applicable,No
CRS1300302,PRV12029,Bachelor of Design (Visual Communication),Active,19/03/2021,19/03/2028,Accredited,7 years - maximum allowable period,No
CRS1300303,PRV12029,Diploma of Design (Visual Communication),Active,19/03/2021,19/03/2028,Accredited,7 years - maximum allowable period,No
CRS1300304,PRV12044,Bachelor of Business (Tourism),Inactive,17/10/2013,17/10/2020,Expired,Not Applicable,No
